,,,,,,,,,,Asignatura,Nombre Asig.,Créditos Asignatura,Asig. Referenciadas,Sección,Descrip. Evento,Horario,Profesor,Sede,Cat. Paquete,Paquete,Vac. Paquete
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CBF1002,ELECTRICIDAD Y MAGNETISMO,7,,Sección 11,CÁTEDRA 06,MA VI 13:00 - 14:20,VILLAGRAN SIDNEY HERNAN,S-SANTIAGO,Vacantes de Carrera,CBF1002_VC11,19
,,,,,,,,,,CBF1002,ELECTRICIDAD Y MAGNETISMO,7,,Sección 11,LABORATORIO 11,LU 13:00 - 14:20,VILLAGRAN SIDNEY HERNAN,S-SANTIAGO,Vacantes de Carrera,CBF1002_VC11,
,,,,,,,,,,CBF1002,ELECTRICIDAD Y MAGNETISMO,7,,Sección 11,AYUDANTÍA OBLIGATORIA 06,MI 13:00 - 14:20,,S-SANTIAGO,Vacantes de Carrera,CBF1002_VC11,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CBF1002,ELECTRICIDAD Y MAGNETISMO,7,,Sección 12,CÁTEDRA 06,MA VI 13:00 - 14:20,VILLAGRAN SIDNEY HERNAN,S-SANTIAGO,Vacantes de Carrera,CBF1002_VC12,19
,,,,,,,,,,CBF1002,ELECTRICIDAD Y MAGNETISMO,7,,Sección 12,LABORATORIO 12,LU 13:00 - 14:20,VILLAGRAN SIDNEY HERNAN,S-SANTIAGO,Vacantes de Carrera,CBF1002_VC12,
,,,,,,,,,,CBF1002,ELECTRICIDAD Y MAGNETISMO,7,,Sección 12,AYUDANTÍA OBLIGATORIA 06,MI 13:00 - 14:20,,S-SANTIAGO,Vacantes de Carrera,CBF1002_VC12,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CBF1002,ELECTRICIDAD Y MAGNETISMO,7,,Sección 2,CÁTEDRA 01,LU JU 14:30 - 15:50,OLIVARES MARCO ANDRES,S-SANTIAGO,Vacantes de Carrera,CBF1002_VC02,19
,,,,,,,,,,CBF1002,ELECTRICIDAD Y MAGNETISMO,7,,Sección 2,LABORATORIO 02,MA 14:30 - 15:50,OLIVARES MARCO ANDRES,S-SANTIAGO,Vacantes de Carrera,CBF1002_VC02,
,,,,,,,,,,CBF1002,ELECTRICIDAD Y MAGNETISMO,7,,Sección 2,AYUDANTÍA OBLIGATORIA 01,MI 14:30 - 15:50,,S-SANTIAGO,Vacantes de Carrera,CBF1002_VC02,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CBF1002,ELECTRICIDAD Y MAGNETISMO,7,,Sección 3,CÁTEDRA 02,LU JU 16:00 - 17:20,CARRASCO SERGIO JOSE,S-SANTIAGO,Vacantes de Carrera,CBF1002_VC03,19
,,,,,,,,,,CBF1002,ELECTRICIDAD Y MAGNETISMO,7,,Sección 3,AYUDANTÍA OBLIGATORIA 02,VI 16:00 - 17:20,,S-SANTIAGO,Vacantes de Carrera,CBF1002_VC03,
,,,,,,,,,,CBF1002,ELECTRICIDAD Y MAGNETISMO,7,,Sección 3,LABORATORIO 03,MI 16:00 - 17:20,CARRASCO SERGIO JOSE,S-SANTIAGO,Vacantes de Carrera,CBF1002_VC03,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CBF1002,ELECTRICIDAD Y MAGNETISMO,7,,Sección 4,CÁTEDRA 02,LU JU 16:00 - 17:20,CARRASCO SERGIO JOSE,S-SANTIAGO,Vacantes de Carrera,CBF1002_VC04,19
,,,,,,,,,,CBF1002,ELECTRICIDAD Y MAGNETISMO,7,,Sección 4,AYUDANTÍA OBLIGATORIA 02,VI 16:00 - 17:20,,S-SANTIAGO,Vacantes de Carrera,CBF1002_VC04,
,,,,,,,,,,CBF1002,ELECTRICIDAD Y MAGNETISMO,7,,Sección 4,LABORATORIO 04,MI 16:00 - 17:20,CARRASCO SERGIO JOSE,S-SANTIAGO,Vacantes de Carrera,CBF1002_VC04,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CBF1002,ELECTRICIDAD Y MAGNETISMO,7,,Sección 5,CÁTEDRA 03,MA JU 10:00 - 11:20,LEON ALEJANDRO,S-SANTIAGO,Vacantes de Carrera,CBF1002_VC05,19
,,,,,,,,,,CBF1002,ELECTRICIDAD Y MAGNETISMO,7,,Sección 5,LABORATORIO 05,LU 10:00 - 11:20,VILLAGRAN SIDNEY HERNAN,S-SANTIAGO,Vacantes de Carrera,CBF1002_VC05,
,,,,,,,,,,CBF1002,ELECTRICIDAD Y MAGNETISMO,7,,Sección 5,AYUDANTÍA OBLIGATORIA 03,MI 10:00 - 11:20,,S-SANTIAGO,Vacantes de Carrera,CBF1002_VC05,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CBF1002,ELECTRICIDAD Y MAGNETISMO,7,,Sección 6,LABORATORIO 06,LU 10:00 - 11:20,VILLAGRAN SIDNEY HERNAN,S-SANTIAGO,Vacantes de Carrera,CBF1002_VC06,19
,,,,,,,,,,CBF1002,ELECTRICIDAD Y MAGNETISMO,7,,Sección 6,CÁTEDRA 03,MA JU 10:00 - 11:20,LEON ALEJANDRO,S-SANTIAGO,Vacantes de Carrera,CBF1002_VC06,
,,,,,,,,,,CBF1002,ELECTRICIDAD Y MAGNETISMO,7,,Sección 6,AYUDANTÍA OBLIGATORIA 03,MI 10:00 - 11:20,,S-SANTIAGO,Vacantes de Carrera,CBF1002_VC06,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CBF1002,ELECTRICIDAD Y MAGNETISMO,7,,Sección 7,CÁTEDRA 04,LU JU 11:30 - 12:50,BARTOLO LEONARDO MAURICIO,S-SANTIAGO,Vacantes de Carrera,CBF1002_VC07,19
,,,,,,,,,,CBF1002,ELECTRICIDAD Y MAGNETISMO,7,,Sección 7,LABORATORIO 07,MA 11:30 - 12:50,BARTOLO LEONARDO MAURICIO,S-SANTIAGO,Vacantes de Carrera,CBF1002_VC07,
,,,,,,,,,,CBF1002,ELECTRICIDAD Y MAGNETISMO,7,,Sección 7,AYUDANTÍA OBLIGATORIA 04,VI 11:30 - 12:50,,S-SANTIAGO,Vacantes de Carrera,CBF1002_VC07,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CBF1002,ELECTRICIDAD Y MAGNETISMO,7,,Sección 8,CÁTEDRA 04,LU JU 11:30 - 12:50,BARTOLO LEONARDO MAURICIO,S-SANTIAGO,Vacantes de Carrera,CBF1002_VC08,19
,,,,,,,,,,CBF1002,ELECTRICIDAD Y MAGNETISMO,7,,Sección 8,LABORATORIO 08,MA 11:30 - 12:50,BARTOLO LEONARDO MAURICIO,S-SANTIAGO,Vacantes de Carrera,CBF1002_VC08,
,,,,,,,,,,CBF1002,ELECTRICIDAD Y MAGNETISMO,7,,Sección 8,AYUDANTÍA OBLIGATORIA 04,VI 11:30 - 12:50,,S-SANTIAGO,Vacantes de Carrera,CBF1002_VC08,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CBF1002,ELECTRICIDAD Y MAGNETISMO,7,,Sección 9,CÁTEDRA 05,LU JU 08:30 - 09:50,RIVERA JOSÉ RICARDO,S-SANTIAGO,Vacantes de Carrera,CBF1002_VC09,19
,,,,,,,,,,CBF1002,ELECTRICIDAD Y MAGNETISMO,7,,Sección 9,LABORATORIO 09,MA 08:30 - 09:50,RIVERA JOSÉ RICARDO,S-SANTIAGO,Vacantes de Carrera,CBF1002_VC09,
,,,,,,,,,,CBF1002,ELECTRICIDAD Y MAGNETISMO,7,,Sección 9,AYUDANTÍA OBLIGATORIA 05,VI 08:30 - 09:50,,S-SANTIAGO,Vacantes de Carrera,CBF1002_VC09,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CBM1000,ÁLGEBRA Y GEOMETRÍA,7,,Sección 1,CÁTEDRA 01,LU MA JU 08:30 - 09:50,CASADO ANDREA,S-SANTIAGO,Vacantes de Carrera,CBM1000_VC01,40
,,,,,,,,,,CBM1000,ÁLGEBRA Y GEOMETRÍA,7,,Sección 1,AYUDANTÍA OBLIGATORIA 01,MI 08:30 - 09:50,,S-SANTIAGO,Vacantes de Carrera,CBM1000_VC01,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CBM1000,ÁLGEBRA Y GEOMETRÍA,7,,Sección 2,CÁTEDRA 02,LU MA JU 14:30 - 15:50,ROSSEL JUAN BAUDILIO,S-SANTIAGO,Vacantes de Carrera,CBM1000_VC02,40
,,,,,,,,,,CBM1000,ÁLGEBRA Y GEOMETRÍA,7,,Sección 2,AYUDANTÍA OBLIGATORIA 02,VI 14:30 - 15:50,,S-SANTIAGO,Vacantes de Carrera,CBM1000_VC02,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CBM1000,ÁLGEBRA Y GEOMETRÍA,7,,Sección 3,CÁTEDRA 03,LU MA JU 16:00 - 17:20,CAMUS RUBÉN,S-SANTIAGO,Vacantes de Carrera,CBM1000_VC03,40
,,,,,,,,,,CBM1000,ÁLGEBRA Y GEOMETRÍA,7,,Sección 3,AYUDANTÍA OBLIGATORIA 03,MI 16:00 - 17:20,,S-SANTIAGO,Vacantes de Carrera,CBM1000_VC03,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CBM1000,ÁLGEBRA Y GEOMETRÍA,7,,Sección 4,CÁTEDRA 04,LU MA JU 10:00 - 11:20,CASADO ANDREA,S-SANTIAGO,Vacantes de Carrera,CBM1000_VC04,40
,,,,,,,,,,CBM1000,ÁLGEBRA Y GEOMETRÍA,7,,Sección 4,AYUDANTÍA OBLIGATORIA 04,VI 10:00 - 11:20,,S-SANTIAGO,Vacantes de Carrera,CBM1000_VC04,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CBM1001,CÁLCULO I,7,,Sección 1,CÁTEDRA 01,LU MA JU 10:00 - 11:20,NEIRA TOMAS ALFONSO,S-SANTIAGO,Vacantes de Carrera,CBM1001_VC01,40
,,,,,,,,,,CBM1001,CÁLCULO I,7,,Sección 1,AYUDANTÍA OBLIGATORIA 01,MI 10:00 - 11:20,,S-SANTIAGO,Vacantes de Carrera,CBM1001_VC01,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CBM1001,CÁLCULO I,7,,Sección 2,CÁTEDRA 02,LU MA JU 16:00 - 17:20,BRAYOVIC BORIS ALEXANDER,S-SANTIAGO,Vacantes de Carrera,CBM1001_VC02,40
,,,,,,,,,,CBM1001,CÁLCULO I,7,,Sección 2,AYUDANTÍA OBLIGATORIA 02,MI 16:00 - 17:20,,S-SANTIAGO,Vacantes de Carrera,CBM1001_VC02,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CBM1001,CÁLCULO I,7,,Sección 3,CÁTEDRA 03,LU MA JU 11:30 - 12:50,ARANCIBIA SARA,S-SANTIAGO,Vacantes de Carrera,CBM1001_VC03,40
,,,,,,,,,,CBM1001,CÁLCULO I,7,,Sección 3,AYUDANTÍA OBLIGATORIA 03,VI 11:30 - 12:50,,S-SANTIAGO,Vacantes de Carrera,CBM1001_VC03,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CBM1001,CÁLCULO I,7,,Sección 4,CÁTEDRA 04,LU MA JU 14:30 - 15:50,LOPEZ MARIA GABRIELA,S-SANTIAGO,Vacantes de Carrera,CBM1001_VC04,40
,,,,,,,,,,CBM1001,CÁLCULO I,7,,Sección 4,AYUDANTÍA OBLIGATORIA 04,VI 14:30 - 15:50,,S-SANTIAGO,Vacantes de Carrera,CBM1001_VC04,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CBM1001,CÁLCULO I,7,,Sección 5,AYUDANTÍA OBLIGATORIA 05,VI 13:00 - 14:20,,S-SANTIAGO,Vacantes de Carrera,CBM1001_VC05,40
,,,,,,,,,,CBM1001,CÁLCULO I,7,,Sección 5,CÁTEDRA 05,MA MI JU 13:00 - 14:20,MARTI EMILIO ANDRES,S-SANTIAGO,Vacantes de Carrera,CBM1001_VC05,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CBM1002,ÁLGEBRA LINEAL,6,,Sección 1,CÁTEDRA 01,MA JU VI 10:00 - 11:20,LOPEZ MARIA GABRIELA,S-SANTIAGO,Vacantes de Carrera,CBM1002_VC01,40
,,,,,,,,,,CBM1002,ÁLGEBRA LINEAL,6,,Sección 1,AYUDANTÍA OBLIGATORIA 01,LU 10:00 - 11:20,,S-SANTIAGO,Vacantes de Carrera,CBM1002_VC01,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CBM1002,ÁLGEBRA LINEAL,6,,Sección 10,CÁTEDRA 10,LU MA JU 16:00 - 17:20,LOPEZ MARIA GABRIELA,S-SANTIAGO,Vacantes de Carrera,CBM1002_VC10,40
,,,,,,,,,,CBM1002,ÁLGEBRA LINEAL,6,,Sección 10,AYUDANTÍA OBLIGATORIA 10,MI 16:00 - 17:20,,S-SANTIAGO,Vacantes de Carrera,CBM1002_VC10,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CBM1002,ÁLGEBRA LINEAL,6,,Sección 11,B-LEARNING HORARIO BLOQUEADO 11,LU MA JU 16:00 - 17:20,SAAVEDRA IGNACIO EDUARDO,S-SANTIAGO,Vacantes de Carrera,CBM1002_VC11,40
,,,,,,,,,,CBM1002,ÁLGEBRA LINEAL,6,,Sección 11,AYUDANTÍA OBLIGATORIA 11,VI 16:00 - 17:20,,S-SANTIAGO,Vacantes de Carrera,CBM1002_VC11,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CBM1002,ÁLGEBRA LINEAL,6,,Sección 2,CÁTEDRA 02,LU MA JU 10:00 - 11:20,LANDERO CARLOS GABRIEL,S-SANTIAGO,Vacantes de Carrera,CBM1002_VC02,40
,,,,,,,,,,CBM1002,ÁLGEBRA LINEAL,6,,Sección 2,AYUDANTÍA OBLIGATORIA 02,MI 10:00 - 11:20,,S-SANTIAGO,Vacantes de Carrera,CBM1002_VC02,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CBM1002,ÁLGEBRA LINEAL,6,,Sección 3,CÁTEDRA 03,LU MA JU 08:30 - 09:50,MATURANA HUGO,S-SANTIAGO,Vacantes de Carrera,CBM1002_VC03,40
,,,,,,,,,,CBM1002,ÁLGEBRA LINEAL,6,,Sección 3,AYUDANTÍA OBLIGATORIA 03,VI 08:30 - 09:50,,S-SANTIAGO,Vacantes de Carrera,CBM1002_VC03,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CBM1002,ÁLGEBRA LINEAL,6,,Sección 4,B-LEARNING HORARIO BLOQUEADO 04,LU MI JU 08:30 - 09:50,CONTRERAS JAIME GILBERTO,S-SANTIAGO,Vacantes de Carrera,CBM1002_VC04,40
,,,,,,,,,,CBM1002,ÁLGEBRA LINEAL,6,,Sección 4,AYUDANTÍA OBLIGATORIA 04,MA 08:30 - 09:50,,S-SANTIAGO,Vacantes de Carrera,CBM1002_VC04,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CBM1002,ÁLGEBRA LINEAL,6,,Sección 5,CÁTEDRA 05,LU MA JU 17:25 - 18:45,SAAVEDRA IGNACIO EDUARDO,S-SANTIAGO,Vacantes de Carrera,CBM1002_VC05,40
,,,,,,,,,,CBM1002,ÁLGEBRA LINEAL,6,,Sección 5,AYUDANTÍA OBLIGATORIA 05,MI 17:25 - 18:45,,S-SANTIAGO,Vacantes de Carrera,CBM1002_VC05,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CBM1002,ÁLGEBRA LINEAL,6,,Sección 6,CÁTEDRA 06,LU MA JU 11:30 - 12:50,CASADO ANDREA,S-SANTIAGO,Vacantes de Carrera,CBM1002_VC06,40
,,,,,,,,,,CBM1002,ÁLGEBRA LINEAL,6,,Sección 6,AYUDANTÍA OBLIGATORIA 06,VI 11:30 - 12:50,,S-SANTIAGO,Vacantes de Carrera,CBM1002_VC06,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CBM1002,ÁLGEBRA LINEAL,6,,Sección 7,CÁTEDRA 07,LU MA JU 11:30 - 12:50,ROSSEL JUAN BAUDILIO,S-SANTIAGO,Vacantes de Carrera,CBM1002_VC07,40
,,,,,,,,,,CBM1002,ÁLGEBRA LINEAL,6,,Sección 7,AYUDANTÍA OBLIGATORIA 07,VI 11:30 - 12:50,,S-SANTIAGO,Vacantes de Carrera,CBM1002_VC07,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CBM1002,ÁLGEBRA LINEAL,6,,Sección 8,CÁTEDRA 08,LU MA JU 14:30 - 15:50,BRAYOVIC BORIS ALEXANDER,S-SANTIAGO,Vacantes de Carrera,CBM1002_VC08,40
,,,,,,,,,,CBM1002,ÁLGEBRA LINEAL,6,,Sección 8,AYUDANTÍA OBLIGATORIA 08,MI 14:30 - 15:50,,S-SANTIAGO,Vacantes de Carrera,CBM1002_VC08,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CBM1002,ÁLGEBRA LINEAL,6,,Sección 9,AYUDANTÍA OBLIGATORIA 09,MI 16:00 - 17:20,,S-SANTIAGO,Vacantes de Carrera,CBM1002_VC09,40
,,,,,,,,,,CBM1002,ÁLGEBRA LINEAL,6,,Sección 9,CÁTEDRA 09,LU MA JU 14:30 - 15:50,LANDERO CARLOS GABRIEL,S-SANTIAGO,Vacantes de Carrera,CBM1002_VC09,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CBM1003,CÁLCULO II,6,,Sección 1,CÁTEDRA 01,LU MA JU 14:30 - 15:50,SAAVEDRA IGNACIO EDUARDO,S-SANTIAGO,Vacantes de Carrera,CBM1003_VC01,40
,,,,,,,,,,CBM1003,CÁLCULO II,6,,Sección 1,AYUDANTÍA OBLIGATORIA 01,VI 14:30 - 15:50,,S-SANTIAGO,Vacantes de Carrera,CBM1003_VC01,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CBM1003,CÁLCULO II,6,,Sección 10,B-LEARNING HORARIO BLOQUEADO 10,LU MA JU 10:00 - 11:20,RIVERO ROSA ELVIRA,S-SANTIAGO,Vacantes de Carrera,CBM1003_VC10,40
,,,,,,,,,,CBM1003,CÁLCULO II,6,,Sección 10,AYUDANTÍA OBLIGATORIA 10,MI 10:00 - 11:20,,S-SANTIAGO,Vacantes de Carrera,CBM1003_VC10,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CBM1003,CÁLCULO II,6,,Sección 11,CÁTEDRA 11,LU MA JU 10:00 - 11:20,ROSSEL JUAN BAUDILIO,S-SANTIAGO,Vacantes de Carrera,CBM1003_VC11,40
,,,,,,,,,,CBM1003,CÁLCULO II,6,,Sección 11,AYUDANTÍA OBLIGATORIA 11,MI 10:00 - 11:20,,S-SANTIAGO,Vacantes de Carrera,CBM1003_VC11,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CBM1003,CÁLCULO II,6,,Sección 12,CÁTEDRA 12,LU MA JU 13:00 - 14:20,ZUÑIGA FERNANDO,S-SANTIAGO,Vacantes de Carrera,CBM1003_VC12,40
,,,,,,,,,,CBM1003,CÁLCULO II,6,,Sección 12,AYUDANTÍA OBLIGATORIA 12,MI 13:00 - 14:20,,S-SANTIAGO,Vacantes de Carrera,CBM1003_VC12,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CBM1003,CÁLCULO II,6,,Sección 3,CÁTEDRA 03,LU MA JU 16:00 - 17:20,MARTI EMILIO ANDRES,S-SANTIAGO,Vacantes de Carrera,CBM1003_VC03,40
,,,,,,,,,,CBM1003,CÁLCULO II,6,,Sección 3,AYUDANTÍA OBLIGATORIA 03,MI 16:00 - 17:20,,S-SANTIAGO,Vacantes de Carrera,CBM1003_VC03,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CBM1003,CÁLCULO II,6,,Sección 4,CÁTEDRA 04,LU MA JU 11:30 - 12:50,RIVERO ROSA ELVIRA,S-SANTIAGO,Vacantes de Carrera,CBM1003_VC04,40
,,,,,,,,,,CBM1003,CÁLCULO II,6,,Sección 4,AYUDANTÍA OBLIGATORIA 04,VI 11:30 - 12:50,,S-SANTIAGO,Vacantes de Carrera,CBM1003_VC04,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CBM1003,CÁLCULO II,6,,Sección 5,CÁTEDRA 05,LU MA JU 11:30 - 12:50,LANDERO CARLOS GABRIEL,S-SANTIAGO,Vacantes de Carrera,CBM1003_VC05,40
,,,,,,,,,,CBM1003,CÁLCULO II,6,,Sección 5,AYUDANTÍA OBLIGATORIA 05,VI 11:30 - 12:50,,S-SANTIAGO,Vacantes de Carrera,CBM1003_VC05,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CBM1003,CÁLCULO II,6,,Sección 6,CÁTEDRA 06,LU MA JU 13:00 - 14:20,BRAYOVIC BORIS ALEXANDER,S-SANTIAGO,Vacantes de Carrera,CBM1003_VC06,40
,,,,,,,,,,CBM1003,CÁLCULO II,6,,Sección 6,AYUDANTÍA OBLIGATORIA 06,MI 13:00 - 14:20,,S-SANTIAGO,Vacantes de Carrera,CBM1003_VC06,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CBM1003,CÁLCULO II,6,,Sección 7,CÁTEDRA 07,LU MA JU 08:30 - 09:50,ROSSEL JUAN BAUDILIO,S-SANTIAGO,Vacantes de Carrera,CBM1003_VC07,40
,,,,,,,,,,CBM1003,CÁLCULO II,6,,Sección 7,AYUDANTÍA OBLIGATORIA 07,MI 08:30 - 09:50,,S-SANTIAGO,Vacantes de Carrera,CBM1003_VC07,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CBM1003,CÁLCULO II,6,,Sección 8,AYUDANTÍA OBLIGATORIA 08,VI 08:30 - 09:50,,S-SANTIAGO,Vacantes de Carrera,CBM1003_VC08,40
,,,,,,,,,,CBM1003,CÁLCULO II,6,,Sección 8,CÁTEDRA 08,LU MA JU 08:30 - 09:50,LANDERO CARLOS GABRIEL,S-SANTIAGO,Vacantes de Carrera,CBM1003_VC08,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CBM1003,CÁLCULO II,6,,Sección 9,B-LEARNING HORARIO BLOQUEADO 09,LU MA JU 17:25 - 18:45,MARTI EMILIO ANDRES,S-SANTIAGO,Vacantes de Carrera,CBM1003_VC09,40
,,,,,,,,,,CBM1003,CÁLCULO II,6,,Sección 9,AYUDANTÍA OBLIGATORIA 09,MI 17:25 - 18:45,,S-SANTIAGO,Vacantes de Carrera,CBM1003_VC09,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CBM1005,ECUACIONES DIFERENCIALES,6,,Sección 1,CÁTEDRA 01,LU JU 13:00 - 14:20,LOPEZ JULIO CESAR,S-SANTIAGO,Vacantes de Carrera,CBM1005_VC01,40
,,,,,,,,,,CBM1005,ECUACIONES DIFERENCIALES,6,,Sección 1,AYUDANTÍA OBLIGATORIA 01,MI 13:00 - 14:20,,S-SANTIAGO,Vacantes de Carrera,CBM1005_VC01,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CBM1005,ECUACIONES DIFERENCIALES,6,,Sección 2,CÁTEDRA 02,LU JU 17:25 - 18:45,MUÑOZ JUAN ESTEBAN EDUARDO,S-SANTIAGO,Vacantes de Carrera,CBM1005_VC02,40
,,,,,,,,,,CBM1005,ECUACIONES DIFERENCIALES,6,,Sección 2,AYUDANTÍA OBLIGATORIA 02,MI 17:25 - 18:45,,S-SANTIAGO,Vacantes de Carrera,CBM1005_VC02,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CBM1005,ECUACIONES DIFERENCIALES,6,,Sección 3,CÁTEDRA 03,LU JU 10:00 - 11:20,LOPEZ JULIO CESAR,S-SANTIAGO,Vacantes de Carrera,CBM1005_VC03,40
,,,,,,,,,,CBM1005,ECUACIONES DIFERENCIALES,6,,Sección 3,AYUDANTÍA OBLIGATORIA 03,MI 10:00 - 11:20,,S-SANTIAGO,Vacantes de Carrera,CBM1005_VC03,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CBM1005,ECUACIONES DIFERENCIALES,6,,Sección 4,CÁTEDRA 04,MA VI 11:30 - 12:50,LOPEZ MARIA GABRIELA,S-SANTIAGO,Vacantes de Carrera,CBM1005_VC04,40
,,,,,,,,,,CBM1005,ECUACIONES DIFERENCIALES,6,,Sección 4,AYUDANTÍA OBLIGATORIA 04,MI 10:00 - 11:20,,S-SANTIAGO,Vacantes de Carrera,CBM1005_VC04,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CBM1005,ECUACIONES DIFERENCIALES,6,,Sección 5,AYUDANTÍA OBLIGATORIA 05,MI 08:30 - 09:50,,S-SANTIAGO,Vacantes de Carrera,CBM1005_VC05,40
,,,,,,,,,,CBM1005,ECUACIONES DIFERENCIALES,6,,Sección 5,CÁTEDRA 05,MA VI 08:30 - 09:50,LOPEZ MARIA GABRIELA,S-SANTIAGO,Vacantes de Carrera,CBM1005_VC05,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CBM1006,CÁLCULO III,6,,Sección 1,CÁTEDRA 01,MA MI 08:30 - 09:50,SAAVEDRA IGNACIO EDUARDO,S-SANTIAGO,Vacantes de Carrera,CBM1006_VC01,40
